X	Y
0.12762763	0.52159819
0.12812813	0.68987060
0.12862863	0.48559714
0.12912913	0.59395822
0.12962963	0.62028035
0.13013013	0.44339390
0.13063063	0.52343462
0.13113113	0.19859170
0.13163163	0.41364287
0.13213213	0.48422081
0.13263263	0.37812892
0.13313313	0.65961245
0.13363363	0.34685659
0.13413413	0.43940182
0.13463463	0.49005285
0.13513514	0.61471644
0.13563564	0.32065184
0.13613614	0.57424281
0.13663664	0.45267836
0.13713714	0.34727385
0.13763764	0.48544658
0.13813814	0.45299635
0.13863864	0.36696626
0.13913914	0.42790994
0.13963964	0.37638512
0.14014014	0.42030073
0.14064064	0.46924108
0.14114114	0.55575599
0.14164164	0.26754707
0.14214214	0.59885504
0.14264264	0.18461551
0.14314314	0.35896861
0.14364364	0.42735264
0.14414414	0.39104559
0.14464464	0.29515434
0.14514515	0.33114305
0.14564565	0.29723998
0.14614615	0.28224290
0.14664665	0.42083407
0.14714715	0.36632576
0.14764765	0.25614014
0.14814815	0.41025519
0.14864865	0.34594711
0.14914915	0.39148385
0.14964965	0.36820016
0.15015015	0.21743721
0.15065065	0.23947846
0.15115115	0.36544684
0.15165165	0.34703708
0.15215215	0.27925473
0.15265265	0.28848534
0.15315315	0.39999027
0.15365365	0.20860186
0.15415415	0.31806858
0.15465465	0.23880461
0.15515516	0.23298654
0.15565566	0.36042944
0.15615616	0.32895733
0.15665666	0.32369799
0.15715716	0.36889415
0.15765766	0.23651433
0.15815816	0.29874587
0.15865866	0.19572998
0.15915916	0.25544931
0.15965966	0.20636483
0.16016016	0.22549610
0.16066066	0.27180097
0.16116116	0.12702380
0.16166166	0.41471749
0.16216216	0.10158267
0.16266266	0.07754437
0.16316316	0.31162675
0.16366366	0.27190838
0.16416416	0.25215499
0.16466466	0.24965328
0.16516517	0.18274501
0.16566567	0.09147081
0.16616617	0.18607926
0.16666667	0.10816153
0.16716717	0.27084529
0.16766767	0.15616024
0.16816817	0.08592632
0.16866867	0.13402523
0.16916917	0.20522278
0.16966967	0.10540136
0.17017017	0.07747461
0.17067067	0.18206714
0.17117117	0.18027609
0.17167167	0.10324563
0.17217217	0.10507639
0.17267267	0.17370552
0.17317317	0.00409267
0.17367367	0.00663581
0.17417417	0.07409957
0.17467467	0.12324205
0.17517518	0.17440144
0.17567568	0.28965159
0.17617618	0.22676875
0.17667668	0.12397749
0.17717718	0.13712017
0.17767768	0.03790137
0.17817818	0.13551771
0.17867868	0.10780022
0.17917918	0.16831749
0.17967968	0.05278469
0.18018018	0.18698730
0.18068068	0.28795423
0.18118118	0.12351493
0.18168168	0.17435571
0.18218218	0.20307561
0.18268268	0.09389897
0.18318318	0.15647326
0.18368368	0.13544948
0.18418418	0.14416736
0.18468468	0.05739157
0.18518519	0.13751969
0.18568569	0.18532793
0.18618619	0.28118522
0.18668669	0.23262400
0.18718719	0.35272451
0.18768769	0.06146410
0.18818819	0.22630672
0.18868869	0.15836782
0.18918919	0.36005597
0.18968969	0.06137093
0.19019019	0.05943660
0.19069069	0.08476041
0.19119119	-0.06631626
0.19169169	0.09495411
0.19219219	0.07315517
0.19269269	0.16572903
0.19319319	0.18656874
0.19369369	0.34179583
0.19419419	0.25108870
0.19469469	0.10030531
0.19519520	0.07018519
0.19569570	0.21133099
0.19619620	0.03230941
0.19669670	0.34975330
0.19719720	0.28690695
0.19769770	0.12448149
0.19819820	0.00260208
0.19869870	0.31189939
0.19919920	0.16773465
0.19969970	0.30572637
0.20020020	0.02533743
0.20070070	0.12775722
0.20120120	0.19121240
0.20170170	0.19845788
0.20220220	0.15190325
0.20270270	0.26242263
0.20320320	0.09668097
0.20370370	0.19258766
0.20420420	0.22231464
0.20470470	0.26526494
0.20520521	0.28859468
0.20570571	0.10865691
0.20620621	0.07147304
0.20670671	0.35649051
0.20720721	0.26586723
0.20770771	0.16177441
0.20820821	0.39579931
0.20870871	0.25638602
0.20920921	0.36695569
0.20970971	0.26005776
0.21021021	0.46373274
0.21071071	0.43761569
0.21121121	0.24168002
0.21171171	0.36829905
0.21221221	0.34031529
0.21271271	0.41734632
0.21321321	0.18876552
0.21371371	0.35870644
0.21421421	0.40085539
0.21471471	0.12411834
0.21521522	0.18671296
0.21571572	0.10622874
0.21621622	0.28839052
0.21671672	0.39233021
0.21721722	0.47612145
0.21771772	0.33866940
0.21821822	0.49955949
0.21871872	0.20418906
0.21921922	0.17742490
0.21971972	0.34783439
0.22022022	0.39748318
0.22072072	0.36155550
0.22122122	0.16388933
0.22172172	0.36758972
0.22222222	0.25198194
0.22272272	0.45538164
0.22322322	0.43111740
0.22372372	0.30656983
0.22422422	0.35532772
0.22472472	0.30700538
0.22522523	0.41292618
0.22572573	0.52103003
0.22622623	0.33331858
0.22672673	0.48872419
0.22722723	0.39177440
0.22772773	0.37204508
0.22822823	0.44721239
0.22872873	0.36102438
0.22922923	0.41586629
0.22972973	0.35817473
0.23023023	0.68121427
0.23073073	0.49509455
0.23123123	0.42846854
0.23173173	0.52675767
0.23223223	0.50109042
0.23273273	0.49723397
0.23323323	0.58779872
0.23373373	0.60922657
0.23423423	0.48756129
0.23473473	0.49020623
0.23523524	0.52749982
0.23573574	0.33206927
0.23623624	0.41803736
0.23673674	0.71357683
0.23723724	0.74875617
0.23773774	0.56676202
0.23823824	0.65676297
0.23873874	0.63770853
0.23923924	0.92198159
0.23973974	0.73359393
0.24024024	0.61641970
0.24074074	0.54126368
0.24124124	0.48380976
0.24174174	0.67246697
0.24224224	0.58418044
0.24274274	0.52531289
0.24324324	0.61063070
0.24374374	0.57490902
0.24424424	0.85957905
0.24474474	0.78685430
0.24524525	0.70574199
0.24574575	0.86240520
0.24624625	0.73004089
0.24674675	0.64408974
0.24724725	0.89046463
0.24774775	0.79999635
0.24824825	0.65035202
0.24874875	0.74303133
0.24924925	0.68250831
0.24974975	0.63981056
0.25025025	0.87874325
0.25075075	0.98511577
0.25125125	0.66237871
0.25175175	0.86660559
0.25225225	0.75332853
0.25275275	0.77777437
0.25325325	0.77535072
0.25375375	0.75630242
0.25425425	0.85567228
0.25475475	0.77585005
0.25525526	0.89412109
0.25575576	0.87018642
0.25625626	0.85945380
0.25675676	0.80073323
0.25725726	0.84195514
0.25775776	0.98331484
0.25825826	0.96601071
0.25875876	0.82630563
0.25925926	0.94213452
0.25975976	1.01547717
0.26026026	0.78153120
0.26076076	1.01093618
0.26126126	0.89846044
0.26176176	1.02989864
0.26226226	0.90462118
0.26276276	0.80855863
0.26326326	0.83438283
0.26376376	1.01002536
0.26426426	1.03925753
0.26476476	0.93090973
0.26526527	1.09324350
0.26576577	0.87126093
0.26626627	1.03881853
0.26676677	0.93232243
0.26726727	0.99622101
0.26776777	1.07410715
0.26826827	0.99126979
0.26876877	1.04677965
0.26926927	1.19376789
0.26976977	1.04333121
0.27027027	1.19244888
0.27077077	1.00374479
0.27127127	1.17750734
0.27177177	1.27646994
0.27227227	0.89290857
0.27277277	1.06811632
0.27327327	1.21321785
0.27377377	1.14288195
0.27427427	1.20794707
0.27477477	1.11804921
0.27527528	1.19469028
0.27577578	1.17801460
0.27627628	1.31787808
0.27677678	1.23402516
0.27727728	1.24979129
0.27777778	1.18225514
0.27827828	1.18205701
0.27877878	1.19489869
0.27927928	1.28489781
0.27977978	1.21061256
0.28028028	1.28890637
0.28078078	1.47464543
0.28128128	1.36135201
0.28178178	1.24872823
0.28228228	1.40849901
0.28278278	1.25457226
0.28328328	1.09852381
0.28378378	1.20843754
0.28428428	1.12902948
0.28478478	1.28777158
0.28528529	1.33152995
0.28578579	1.50404712
0.28628629	1.37576066
0.28678679	1.32777084
0.28728729	1.43918205
0.28778779	1.14163536
0.28828829	1.39276376
0.28878879	1.45268743
0.28928929	1.23408529
0.28978979	1.50260593
0.29029029	1.42830960
0.29079079	1.35910263
0.29129129	1.47002233
0.29179179	1.63986663
0.29229229	1.43697690
0.29279279	1.44954421
0.29329329	1.38465614
0.29379379	1.35141533
0.29429429	1.52517758
0.29479479	1.36221582
0.29529530	1.46059626
0.29579580	1.41122384
0.29629630	1.51237131
0.29679680	1.50325634
0.29729730	1.57899330
0.29779780	1.42951850
0.29829830	1.45874445
0.29879880	1.39299766
0.29929930	1.45151639
0.29979980	1.53867637
0.30030030	1.58157403
0.30080080	1.41851508
0.30130130	1.60247559
0.30180180	1.65578845
0.30230230	1.56620346
0.30280280	1.71709987
0.30330330	1.45652607
0.30380380	1.41384798
0.30430430	1.36477304
0.30480480	1.69650365
0.30530531	1.61651188
0.30580581	1.54961430
0.30630631	1.58718786
0.30680681	1.45058050
0.30730731	1.81156265
0.30780781	1.58368668
0.30830831	1.58539966
0.30880881	1.65065043
0.30930931	1.62970571
0.30980981	1.60744111
0.31031031	1.50936956
0.31081081	1.63884400
0.31131131	1.78309514
0.31181181	1.73254508
0.31231231	1.76034651
0.31281281	1.55284494
0.31331331	1.50785810
0.31381381	1.59700493
0.31431431	1.61783366
0.31481481	1.72426992
0.31531532	1.44810552
0.31581582	1.77271942
0.31631632	1.60628677
0.31681682	1.58163298
0.31731732	1.52525413
0.31781782	1.46303193
0.31831832	1.71279685
0.31881882	1.63968257
0.31931932	1.50513409
0.31981982	1.50630978
0.32032032	1.60383437
0.32082082	1.80581754
0.32132132	1.61436584
0.32182182	1.49132697
0.32232232	1.61828966
0.32282282	1.61672039
0.32332332	1.37533867
0.32382382	1.64053794
0.32432432	1.62371929
0.32482482	1.71718367
0.32532533	1.83311363
0.32582583	1.76143396
0.32632633	1.62235224
0.32682683	1.53895615
0.32732733	1.90721611
0.32782783	1.65597691
0.32832833	1.65152628
0.32882883	1.64770227
0.32932933	1.66980765
0.32982983	1.63535032
0.33033033	1.59210998
0.33083083	1.59438258
0.33133133	1.64528776
0.33183183	1.59361742
0.33233233	1.57597419
0.33283283	1.65710261
0.33333333	1.62006452
0.33383383	1.79496595
0.33433433	1.37837573
0.33483483	1.75143103
0.33533534	1.76559802
0.33583584	1.43226107
0.33633634	1.60384334
0.33683684	1.59938139
0.33733734	1.49408901
0.33783784	1.55527453
0.33833834	1.52011594
0.33883884	1.80441921
0.33933934	1.72067995
0.33983984	1.75208891
0.34034034	1.69482327
0.34084084	1.50737494
0.34134134	1.56535361
0.34184184	1.66417013
0.34234234	1.49034851
0.34284284	1.68109141
0.34334334	1.58289105
0.34384384	1.56647539
0.34434434	1.67198930
0.34484484	1.64215754
0.34534535	1.55837470
0.34584585	1.70704675
0.34634635	1.47955237
0.34684685	1.64569984
0.34734735	1.63976679
0.34784785	1.54575540
0.34834835	1.60547989
0.34884885	1.44381514
0.34934935	1.65729268
0.34984985	1.54226704
0.35035035	1.50425623
0.35085085	1.65710498
0.35135135	1.47734970
0.35185185	1.40242270
0.35235235	1.38299568
0.35285285	1.59455463
0.35335335	1.40111130
0.35385385	1.69974010
0.35435435	1.31108035
0.35485485	1.68383799
0.35535536	1.53011994
0.35585586	1.49407984
0.35635636	1.44389964
0.35685686	1.53285336
0.35735736	1.48363263
0.35785786	1.59209116
0.35835836	1.48745750
0.35885886	1.48524795
0.35935936	1.42794926
0.35985986	1.45261871
0.36036036	1.48300672
0.36086086	1.27503389
0.36136136	1.30496770
0.36186186	1.50775995
0.36236236	1.44407960
0.36286286	1.40206692
0.36336336	1.41569399
0.36386386	1.44190772
0.36436436	1.34638665
0.36486486	1.31565980
0.36536537	1.40611755
0.36586587	1.28165410
0.36636637	1.41319113
0.36686687	1.19489861
0.36736737	1.46078084
0.36786787	1.39775105
0.36836837	1.36863857
0.36886887	1.43376783
0.36936937	1.49442871
0.36986987	1.42162078
0.37037037	1.12831942
0.37087087	1.17659337
0.37137137	1.23413519
0.37187187	1.29121449
0.37237237	1.33228261
0.37287287	1.19977724
0.37337337	1.28278745
0.37387387	1.18025651
0.37437437	1.18625256
0.37487487	1.09827395
0.37537538	1.13807929
0.37587588	1.08662421
0.37637638	1.11552359
0.37687688	1.30972221
0.37737738	1.10059481
0.37787788	1.44987983
0.37837838	1.22701131
0.37887888	1.18713270
0.37937938	1.07371528
0.37987988	1.22041714
0.38038038	1.08359132
0.38088088	1.14405964
0.38138138	1.37850602
0.38188188	1.10346658
0.38238238	1.21851177
0.38288288	1.02371629
0.38338338	1.08092299
0.38388388	1.25182899
0.38438438	1.00231928
0.38488488	1.23646867
0.38538539	1.11614840
0.38588589	0.97921828
0.38638639	1.08874067
0.38688689	1.11273428
0.38738739	1.06758358
0.38788789	0.83824951
0.38838839	0.91237415
0.38888889	0.95009921
0.38938939	0.95711910
0.38988989	1.01629004
0.39039039	0.96160319
0.39089089	0.79985965
0.39139139	0.96092647
0.39189189	0.97343033
0.39239239	0.95776922
0.39289289	0.99924090
0.39339339	0.96388281
0.39389389	0.91569238
0.39439439	0.85199849
0.39489489	0.68211745
0.39539540	0.88033256
0.39589590	0.84725633
0.39639640	0.84272279
0.39689690	0.67692884
0.39739740	0.68549922
0.39789790	0.88788462
0.39839840	0.76754252
0.39889890	0.82854196
0.39939940	0.75208368
0.39989990	0.74105445
0.40040040	0.82070220
0.40090090	0.66403326
0.40140140	0.71398361
0.40190190	0.64684864
0.40240240	0.63830298
0.40290290	0.63948459
0.40340340	0.68123809
0.40390390	0.59974746
0.40440440	0.76177121
0.40490490	0.53528477
0.40540541	0.59458585
0.40590591	0.55780600
0.40640641	0.73496257
0.40690691	0.59838647
0.40740741	0.67036320
0.40790791	0.40705299
0.40840841	0.57072784
0.40890891	0.62138418
0.40940941	0.52903329
0.40990991	0.61572321
0.41041041	0.44580409
0.41091091	0.62681393
0.41141141	0.70410474
0.41191191	0.42625730
0.41241241	0.40630862
0.41291291	0.58450752
0.41341341	0.58542999
0.41391391	0.36348498
0.41441441	0.36204602
0.41491491	0.36417647
0.41541542	0.24619764
0.41591592	0.27706379
0.41641642	0.25680074
0.41691692	0.26872144
0.41741742	0.33032065
0.41791792	0.34550113
0.41841842	0.46542380
0.41891892	0.19883704
0.41941942	0.38540897
0.41991992	0.25388874
0.42042042	0.25865977
0.42092092	0.31941524
0.42142142	0.12799787
0.42192192	0.26685847
0.42242242	0.23362180
0.42292292	0.25459344
0.42342342	0.22265058
0.42392392	0.42766380
0.42442442	0.10677553
0.42492492	0.10588225
0.42542543	0.08511798
0.42592593	0.08035308
0.42642643	0.06065051
0.42692693	0.23179998
0.42742743	0.24347951
0.42792793	0.03290788
0.42842843	-0.00467598
0.42892893	0.11430283
0.42942943	0.00056629
0.42992993	0.10773570
0.43043043	0.05341634
0.43093093	-0.12974029
0.43143143	0.16532427
0.43193193	0.17893167
0.43243243	-0.07313332
0.43293293	-0.06179050
0.43343343	-0.00556626
0.43393393	-0.01180519
0.43443443	0.00954084
0.43493493	0.13368046
0.43543544	-0.09602385
0.43593594	-0.16910978
0.43643644	-0.23812373
0.43693694	-0.18415646
0.43743744	-0.12520676
0.43793794	0.04677310
0.43843844	-0.19518951
0.43893894	-0.13175144
0.43943944	-0.16642961
0.43993994	-0.05655939
0.44044044	0.06672974
0.44094094	-0.24956764
0.44144144	-0.25589355
0.44194194	-0.11295302
0.44244244	-0.15954923
0.44294294	-0.05338579
0.44344344	-0.18992984
0.44394394	-0.29446510
0.44444444	-0.20962986
0.44494494	-0.16792978
0.44544545	-0.20680120
0.44594595	-0.24811489
0.44644645	-0.20211046
0.44694695	-0.20172590
0.44744745	-0.19025814
0.44794795	-0.27336184
0.44844845	-0.36464279
0.44894895	-0.34289630
0.44944945	-0.24649116
0.44994995	-0.45834691
0.45045045	-0.34923337
0.45095095	-0.43481720
0.45145145	-0.40192592
0.45195195	-0.28620597
0.45245245	-0.40412487
0.45295295	-0.42770684
0.45345345	-0.57738315
0.45395395	-0.37574975
0.45445445	-0.39473405
0.45495495	-0.25179337
0.45545546	-0.50766131
0.45595596	-0.46366063
0.45645646	-0.46925626
0.45695696	-0.34499432
0.45745746	-0.52073955
0.45795796	-0.49170282
0.45845846	-0.46713420
0.45895896	-0.51750502
0.45945946	-0.58897389
0.45995996	-0.53300795
0.46046046	-0.45306133
0.46096096	-0.67100407
0.46146146	-0.56290341
0.46196196	-0.65397944
0.46246246	-0.47214818
0.46296296	-0.75157487
0.46346346	-0.66266892
0.46396396	-0.57649269
0.46446446	-0.46501460
0.46496496	-0.63541052
0.46546547	-0.69153870
0.46596597	-0.45500046
0.46646647	-0.79492856
0.46696697	-0.87693177
0.46746747	-0.61988617
0.46796797	-0.72084135
0.46846847	-0.77941884
0.46896897	-0.61303032
0.46946947	-0.66596654
0.46996997	-0.75314483
0.47047047	-0.83106695
0.47097097	-0.62199901
0.47147147	-0.65034104
0.47197197	-0.73130284
0.47247247	-0.54265285
0.47297297	-0.84016306
0.47347347	-0.89145139
0.47397397	-0.81373978
0.47447447	-0.75466304
0.47497497	-0.73123086
0.47547548	-0.78505328
0.47597598	-0.73099306
0.47647648	-0.89652513
0.47697698	-0.63207057
0.47747748	-0.78964085
0.47797798	-0.67457732
0.47847848	-0.75681765
0.47897898	-0.75009988
0.47947948	-0.74338487
0.47997998	-0.76007817
0.48048048	-0.74496488
0.48098098	-0.68061040
0.48148148	-0.79806209
0.48198198	-0.75090213
0.48248248	-0.83476381
0.48298298	-0.68566542
0.48348348	-0.90110215
0.48398398	-0.65705326
0.48448448	-0.84474583
0.48498498	-0.98728838
0.48548549	-0.83477912
0.48598599	-0.91897105
0.48648649	-0.76997525
0.48698699	-0.92237293
0.48748749	-0.90469680
0.48798799	-1.05189725
0.48848849	-0.91093516
0.48898899	-1.11075026
0.48948949	-1.02930670
0.48998999	-0.79732518
0.49049049	-0.79713286
0.49099099	-0.83540922
0.49149149	-0.97679044
0.49199199	-0.88689744
0.49249249	-0.88441557
0.49299299	-1.00171624
0.49349349	-0.73725976
0.49399399	-0.80147848
0.49449449	-0.91282146
0.49499499	-0.88944198
0.49549550	-0.87259294
0.49599600	-1.09880048
0.49649650	-0.92043558
0.49699700	-0.96490220
0.49749750	-0.99774678
0.49799800	-0.92647090
0.49849850	-0.71926342
0.49899900	-0.83551412
0.49949950	-0.95717781
0.50000000	-0.84315837
